age,class,coninc,degree,educ,fechld,gunlaw,happy,satfin,sex,sibs,tvhours,wrkfull,healthre,female,maritals,healthy,vistzoo
85,working class,IAP,high school,12,agree,favor,pretty happy,more or less,female,5,5,0,2,1,0,0,0
42,middle class,32670,high school,11,agree,oppose,pretty happy,more or less,male,1,4,1,2,0,0,0,0
29,working class,15427.5,high school,12,agree,oppose,pretty happy,more or less,female,6,3,1,3,1,0,1,1
61,lower class,17242.5,high school,12,IAP,favor,not too happy,not at all sat,female,4,IAP,1,1,1,0,0,
35,working class,15427.5,lt high school,8,IAP,favor,pretty happy,not at all sat,female,14,IAP,1,3,1,0,1,
63,working class,59895,junior college,14,strongly agree,favor,very happy,more or less,female,2,4,1,3,1,1,1,1
67,working class,27225,high school,14,agree,favor,very happy,satisfied,male,10,3,0,4,0,0,1,1
27,lower class,163843.84698,lt high school,11,IAP,favor,pretty happy,more or less,female,2,IAP,1,2,1,0,0,
47,lower class,32670,junior college,16,IAP,oppose,not too happy,not at all sat,female,12,IAP,0,4,1,1,1,
36,working class,32670,high school,11,IAP,favor,pretty happy,not at all sat,female,0,IAP,1,2,1,1,0,
81,middle class,59895,high school,13,IAP,favor,very happy,satisfied,male,4,IAP,1,4,0,1,1,
76,middle class,39930,bachelor,16,IAP,favor,very happy,more or less,female,7,IAP,0,4,1,1,1,
23,working class,13612.5,high school,12,IAP,favor,pretty happy,not at all sat,female,0,IAP,0,2,1,0,0,
71,lower class,3993,lt high school,8,disagree,favor,pretty happy,more or less,male,4,2,0,3,0,0,1,0
30,lower class,17242.5,high school,12,IAP,favor,not too happy,not at all sat,male,7,IAP,1,4,0,1,1,
48,working class,87120,junior college,14,strongly agree,favor,pretty happy,more or less,female,1,2,1,3,1,1,1,3
71,middle class,17242.5,high school,12,strongly agree,favor,pretty happy,more or less,female,3,6,0,4,1,0,1,0
25,working class,17242.5,high school,11,IAP,favor,pretty happy,satisfied,male,4,IAP,1,2,0,0,0,
23,working class,27225,high school,14,IAP,favor,very happy,more or less,male,0,IAP,1,4,0,0,1,
53,working class,49005,high school,14,strongly agree,favor,pretty happy,more or less,female,1,3,1,3,1,1,1,0
63,lower class,17242.5,high school,12,IAP,DK,pretty happy,more or less,female,6,IAP,0,3,1,0,1,
60,working class,32670,high school,12,agree,favor,pretty happy,more or less,female,13,1,1,3,1,0,1,0
78,middle class,32670,high school,12,IAP,oppose,very happy,satisfied,female,6,IAP,0,4,1,0,1,
49,working class,59895,high school,13,agree,favor,pretty happy,not at all sat,female,4,2,1,3,1,1,1,0
31,middle class,101640,graduate,19,IAP,DK,pretty happy,satisfied,female,1,IAP,1,4,1,1,1,
67,upper class,163843.84698,graduate,17,IAP,favor,pretty happy,satisfied,male,4,IAP,1,3,0,1,1,
24,middle class,23595,bachelor,16,strongly agree,favor,very happy,satisfied,female,3,2,1,4,1,0,1,0
29,middle class,87120,graduate,18,IAP,favor,very happy,satisfied,male,1,IAP,1,3,0,1,1,
77,middle class,15427.5,lt high school,12,strongly agree,favor,very happy,more or less,female,5,10,0,2,1,0,0,1
25,working class,32670,bachelor,18,IAP,favor,pretty happy,satisfied,male,1,IAP,1,2,0,0,0,
50,middle class,11797.5,graduate,20,agree,favor,not too happy,not at all sat,male,2,3,1,2,0,0,0,0
78,working class,27225,high school,14,IAP,oppose,pretty happy,more or less,female,4,IAP,0,4,1,1,1,
67,middle class,72600,high school,14,agree,favor,pretty happy,satisfied,male,2,1,1,3,0,1,1,0
65,working class,32670,high school,12,strongly agree,oppose,pretty happy,satisfied,female,1,10,0,3,1,1,1,0
67,middle class,27225,high school,12,IAP,favor,pretty happy,satisfied,female,1,IAP,0,2,1,0,0,
34,lower class,39930,high school,12,strongly agree,favor,pretty happy,not at all sat,male,2,6,0,2,0,0,0,0
39,working class,17242.5,high school,10,IAP,favor,pretty happy,more or less,female,10,IAP,0,2,1,1,0,
76,middle class,59895,high school,12,agree,favor,very happy,satisfied,female,0,3,0,4,1,0,1,1
69,middle class,8167.5,graduate,17,IAP,favor,not too happy,more or less,female,4,IAP,0,3,1,0,1,
89 or older,middle class,IAP,junior college,15,agree,favor,pretty happy,satisfied,female,11,5,0,2,1,1,0,0
67,working class,19965,high school,12,IAP,favor,pretty happy,more or less,male,3,IAP,1,3,0,0,1,
64,lower class,9982.5,junior college,14,strongly agree,favor,pretty happy,more or less,male,2,12,0,3,0,0,1,0
32,working class,4719,high school,10,strongly agree,favor,pretty happy,more or less,male,9,2,1,1,0,0,0,1
48,lower class,9982.5,high school,12,strongly agree,oppose,pretty happy,not at all sat,male,3,12,0,3,0,0,1,0
64,working class,8167.5,high school,14,IAP,favor,pretty happy,satisfied,female,3,IAP,0,3,1,0,1,
46,working class,101640,high school,12,agree,favor,pretty happy,more or less,male,9,1,1,3,0,1,1,2
86,middle class,IAP,high school,13,IAP,favor,pretty happy,more or less,male,5,IAP,0,2,0,1,0,
20,working class,32670,high school,14,strongly agree,favor,pretty happy,not at all sat,female,4,3,0,3,1,0,1,1
65,middle class,59895,bachelor,17,IAP,favor,pretty happy,more or less,male,4,IAP,0,4,0,1,1,
63,working class,32670,high school,12,strongly agree,oppose,pretty happy,more or less,male,7,4,0,3,0,1,1,0
21,working class,27225,high school,13,agree,favor,pretty happy,more or less,male,2,4,1,3,0,0,1,1
40,working class,49005,high school,12,IAP,favor,pretty happy,not at all sat,male,2,IAP,0,3,0,0,1,
68,lower class,6534,high school,12,IAP,favor,not too happy,not at all sat,female,4,IAP,0,1,1,0,0,
32,middle class,27225,bachelor,16,agree,favor,pretty happy,satisfied,male,8,1,1,4,0,1,1,2
57,working class,IAP,lt high school,10,IAP,oppose,pretty happy,satisfied,male,6,IAP,0,3,0,1,1,
55,middle class,23595,lt high school,11,IAP,favor,not too happy,more or less,female,5,IAP,0,1,1,0,0,
18,middle class,49005,lt high school,11,IAP,favor,not too happy,satisfied,male,1,IAP,0,4,0,0,1,
27,working class,39930,junior college,16,IAP,oppose,very happy,more or less,male,1,IAP,1,3,0,1,1,
41,middle class,116160,bachelor,17,IAP,oppose,very happy,satisfied,female,1,IAP,1,4,1,1,1,
20,lower class,11797.5,high school,12,agree,oppose,pretty happy,not at all sat,female,3,0,0,3,1,0,1,2
53,working class,1452,high school,12,IAP,favor,very happy,more or less,female,3,IAP,1,3,1,0,1,
49,middle class,11797.5,high school,12,IAP,favor,pretty happy,not at all sat,male,12,IAP,0,3,0,0,1,
61,lower class,3267,high school,15,IAP,favor,pretty happy,not at all sat,male,3,IAP,0,2,0,0,0,
77,working class,11797.5,high school,9,IAP,favor,not too happy,more or less,female,9,IAP,0,2,1,0,0,
70,lower class,11797.5,lt high school,7,strongly agree,favor,very happy,not at all sat,female,6,6,0,2,1,0,0,0
51,working class,3993,high school,10,strongly agree,favor,pretty happy,not at all sat,female,6,4,0,4,1,0,1,0
49,middle class,27225,high school,12,IAP,favor,very happy,more or less,male,11,IAP,1,2,0,1,0,
56,lower class,17242.5,high school,12,agree,oppose,not too happy,not at all sat,male,4,5,0,1,0,1,0,0
41,working class,11797.5,high school,12,IAP,favor,not too happy,more or less,female,3,IAP,1,3,1,0,1,
42,working class,59895,lt high school,11,strongly agree,oppose,very happy,more or less,male,9,2,1,4,0,1,1,1
65,lower class,8167.5,high school,10,IAP,favor,not too happy,not at all sat,male,4,IAP,0,2,0,0,0,
44,middle class,101640,junior college,14,strongly agree,favor,very happy,more or less,female,7,3,1,3,1,1,1,0
79,middle class,116160,high school,14,IAP,DK,not too happy,satisfied,female,2,IAP,0,2,1,0,0,
46,working class,101640,lt high school,8,IAP,DK,not too happy,more or less,female,12,IAP,0,3,1,1,1,
72,middle class,13612.5,high school,12,agree,oppose,pretty happy,not at all sat,male,3,4,0,2,0,1,0,0
56,middle class,49005,high school,12,strongly agree,favor,pretty happy,satisfied,female,3,2,1,3,1,1,1,1
53,working class,49005,high school,12,strongly agree,oppose,pretty happy,satisfied,male,1,5,1,2,0,1,0,0
33,working class,101640,lt high school,10,IAP,oppose,pretty happy,more or less,male,5,IAP,1,3,0,1,1,
56,middle class,49005,high school,12,strongly agree,favor,pretty happy,more or less,female,2,4,1,3,1,0,1,1
59,middle class,72600,bachelor,20,strongly agree,oppose,pretty happy,more or less,male,3,5,0,2,0,1,0,1
59,working class,IAP,junior college,14,IAP,favor,not too happy,not at all sat,female,2,IAP,1,2,1,0,0,
52,upper class,32670,bachelor,16,strongly agree,favor,pretty happy,more or less,female,1,2,1,3,1,0,1,1
27,middle class,11797.5,high school,12,agree,favor,pretty happy,not at all sat,male,2,3,0,2,0,0,0,0
70,working class,59895,bachelor,16,IAP,favor,pretty happy,more or less,male,3,IAP,1,4,0,1,1,
38,working class,3993,lt high school,10,agree,favor,not too happy,not at all sat,female,5,2,0,2,1,0,0,0
54,working class,101640,lt high school,10,agree,favor,pretty happy,satisfied,female,10,4,0,2,1,1,0,0
21,working class,19965,lt high school,11,IAP,favor,pretty happy,not at all sat,female,3,IAP,0,2,1,0,0,
83,middle class,6534,lt high school,6,agree,oppose,pretty happy,more or less,male,9,3,0,2,0,0,0,0
46,working class,17242.5,junior college,14,IAP,favor,pretty happy,more or less,female,4,IAP,1,4,1,1,1,
24,working class,72600,high school,12,IAP,oppose,very happy,satisfied,male,2,IAP,1,3,0,0,1,
37,middle class,59895,lt high school,12,IAP,favor,not too happy,more or less,male,1,IAP,1,3,0,0,1,
47,working class,59895,high school,12,disagree,favor,pretty happy,more or less,female,4,2,0,3,1,1,1,1
24,working class,13612.5,high school,13,IAP,oppose,very happy,more or less,female,1,IAP,1,3,1,0,1,
66,working class,39930,high school,12,IAP,oppose,pretty happy,more or less,male,13,IAP,1,3,0,1,1,
58,working class,49005,high school,12,agree,favor,not too happy,not at all sat,male,3,2,0,3,0,1,1,0
48,working class,27225,bachelor,17,disagree,favor,very happy,more or less,male,5,2,0,1,0,1,0,2
54,working class,49005,high school,14,IAP,favor,pretty happy,not at all sat,female,2,IAP,1,2,1,0,0,
65,lower class,IAP,lt high school,9,IAP,favor,not too happy,more or less,female,5,IAP,0,2,1,0,0,
59,working class,27225,lt high school,6,strongly agree,favor,very happy,more or less,female,8,2,0,2,1,1,0,0
54,working class,72600,high school,12,IAP,oppose,very happy,more or less,male,4,IAP,1,3,0,1,1,
29,working class,32670,high school,14,agree,favor,very happy,more or less,female,2,1,1,3,1,1,1,1
35,working class,15427.5,lt high school,11,strongly agree,favor,pretty happy,more or less,female,3,4,1,3,1,0,1,1
68,working class,72600,bachelor,16,IAP,favor,not too happy,not at all sat,male,1,IAP,0,3,0,1,1,
55,working class,23595,lt high school,6,IAP,oppose,very happy,more or less,male,15,IAP,1,2,0,1,0,
78,middle class,1452,bachelor,16,agree,favor,not too happy,more or less,male,2,1,0,2,0,0,0,1
71,upper class,59895,bachelor,16,strongly agree,oppose,pretty happy,satisfied,male,1,1,0,3,0,1,1,0
64,middle class,101640,graduate,20,IAP,oppose,very happy,satisfied,male,2,IAP,0,3,0,1,1,
44,working class,163843.84698,lt high school,11,disagree,favor,pretty happy,more or less,male,9,4,0,3,0,1,1,0
25,working class,39930,high school,14,strongly agree,favor,very happy,satisfied,female,2,3,1,3,1,1,1,1
30,working class,39930,high school,16,IAP,oppose,very happy,more or less,male,1,IAP,1,3,0,0,1,
76,working class,49005,high school,12,agree,favor,very happy,more or less,male,2,8,0,3,0,1,1,0
51,working class,59895,high school,12,agree,favor,pretty happy,satisfied,male,3,2,1,3,0,1,1,0
35,middle class,72600,bachelor,16,agree,favor,very happy,more or less,male,2,2,1,3,0,1,1,1
22,working class,23595,high school,14,disagree,favor,pretty happy,more or less,female,5,6,1,3,1,0,1,1
25,lower class,363,bachelor,16,IAP,favor,pretty happy,not at all sat,female,2,IAP,0,3,1,0,1,
59,middle class,49005,graduate,19,strongly agree,favor,pretty happy,more or less,female,2,2,1,3,1,0,1,1
84,upper class,13612.5,bachelor,16,IAP,oppose,very happy,more or less,male,3,IAP,0,4,0,0,1,
55,middle class,8167.5,lt high school,8,IAP,favor,not too happy,more or less,female,5,IAP,0,1,1,0,0,
79,middle class,4719,lt high school,12,IAP,oppose,not too happy,more or less,male,7,IAP,0,2,0,0,0,
61,working class,32670,high school,16,strongly agree,favor,pretty happy,not at all sat,male,1,10,1,1,0,0,0,0
26,working class,3267,high school,9,IAP,oppose,not too happy,more or less,female,3,IAP,1,2,1,0,0,
57,working class,27225,high school,12,IAP,oppose,not too happy,more or less,female,8,IAP,0,3,1,0,1,
38,middle class,101640,bachelor,16,disagree,oppose,very happy,more or less,male,1,2,1,4,0,1,1,0
51,working class,27225,high school,11,IAP,favor,not too happy,more or less,male,3,IAP,0,1,0,0,0,
22,middle class,IAP,lt high school,10,strongly agree,oppose,not too happy,not at all sat,male,3,5,0,2,0,0,0,5
46,working class,32670,junior college,20,disagree,favor,pretty happy,not at all sat,female,1,4,1,3,1,0,1,2
80,lower class,9982.5,bachelor,16,IAP,favor,pretty happy,more or less,female,3,IAP,0,3,1,0,1,
31,working class,9982.5,high school,12,strongly agree,oppose,pretty happy,not at all sat,male,6,3,1,4,0,0,1,1
53,working class,87120,high school,12,IAP,favor,very happy,satisfied,male,6,IAP,1,4,0,0,1,
63,NA,15427.5,bachelor,20,IAP,favor,not too happy,not at all sat,female,1,IAP,0,3,1,0,1,
44,middle class,101640,graduate,18,disagree,oppose,pretty happy,satisfied,male,1,1,1,3,0,1,1,1
75,middle class,IAP,graduate,18,IAP,favor,pretty happy,satisfied,male,3,IAP,0,3,0,0,1,
54,middle class,72600,bachelor,16,IAP,oppose,very happy,satisfied,female,2,IAP,0,4,1,1,1,
31,middle class,72600,bachelor,16,disagree,oppose,pretty happy,satisfied,male,0,2,0,3,0,0,1,3
48,middle class,49005,high school,12,IAP,favor,very happy,more or less,female,4,IAP,0,3,1,1,1,
58,middle class,101640,bachelor,16,agree,favor,very happy,satisfied,female,3,1,0,4,1,1,1,0
50,working class,39930,graduate,18,IAP,favor,pretty happy,not at all sat,female,2,IAP,1,3,1,0,1,
62,middle class,116160,graduate,18,IAP,favor,very happy,more or less,female,2,IAP,1,4,1,0,1,
30,middle class,59895,bachelor,16,IAP,favor,pretty happy,satisfied,female,4,IAP,1,3,1,1,1,
35,working class,8167.5,lt high school,9,agree,favor,not too happy,more or less,male,3,6,0,3,0,0,1,2
68,middle class,5445,bachelor,16,IAP,favor,pretty happy,more or less,male,4,IAP,0,4,0,0,1,
36,middle class,116160,graduate,18,strongly agree,favor,very happy,satisfied,female,1,1,1,3,1,1,1,9
58,working class,23595,high school,13,IAP,favor,not too happy,satisfied,female,7,IAP,0,3,1,0,1,
22,working class,19965,high school,12,IAP,oppose,pretty happy,not at all sat,male,3,IAP,0,3,0,0,1,
37,middle class,32670,high school,13,agree,oppose,pretty happy,more or less,female,2,2,1,3,1,1,1,1
30,lower class,23595,high school,13,IAP,favor,very happy,more or less,female,0,IAP,0,3,1,0,1,
61,working class,72600,high school,14,IAP,favor,very happy,more or less,male,4,IAP,1,4,0,1,1,
21,working class,IAP,high school,12,agree,favor,pretty happy,not at all sat,female,0,4,1,2,1,0,0,0
39,working class,23595,lt high school,4,IAP,NA,NA,satisfied,female,9,IAP,0,2,1,1,0,
46,working class,11797.5,high school,15,IAP,favor,pretty happy,not at all sat,male,5,IAP,0,2,0,0,0,
64,working class,23595,high school,12,agree,favor,pretty happy,satisfied,female,9,2,0,3,1,1,1,0
49,middle class,49005,lt high school,1,IAP,favor,very happy,more or less,male,9,IAP,1,2,0,1,0,
42,working class,27225,lt high school,6,agree,favor,pretty happy,more or less,female,8,1,1,3,1,1,1,1
53,lower class,IAP,lt high school,11,IAP,favor,very happy,not at all sat,male,6,IAP,0,2,0,0,0,
68,middle class,32670,high school,12,IAP,favor,pretty happy,satisfied,male,10,IAP,0,3,0,1,1,
19,middle class,IAP,high school,12,agree,favor,pretty happy,not at all sat,male,4,0,0,2,0,0,0,5
52,middle class,101640,bachelor,16,IAP,favor,very happy,satisfied,female,1,IAP,1,3,1,1,1,
66,middle class,IAP,junior college,14,agree,favor,very happy,more or less,female,11,3,0,4,1,0,1,1
33,working class,49005,lt high school,9,disagree,favor,very happy,satisfied,male,13,2,1,3,0,1,1,2
29,working class,15427.5,high school,11,IAP,favor,not too happy,satisfied,male,4,IAP,0,2,0,0,0,
37,working class,13612.5,high school,12,agree,favor,very happy,more or less,male,9,2,1,3,0,0,1,3
22,working class,13612.5,high school,16,strongly agree,oppose,very happy,more or less,female,6,2,0,3,1,0,1,2
21,working class,2541,high school,12,IAP,favor,pretty happy,more or less,male,7,IAP,0,1,0,0,0,
49,lower class,363,lt high school,6,IAP,favor,very happy,not at all sat,male,6,IAP,0,1,0,0,0,
64,lower class,15427.5,graduate,15,strongly agree,oppose,very happy,more or less,female,7,2,0,4,1,1,1,0
34,working class,39930,bachelor,16,IAP,favor,very happy,more or less,male,7,IAP,1,3,0,1,1,
36,working class,23595,high school,13,strongly agree,favor,pretty happy,more or less,female,1,6,1,3,1,1,1,1
30,lower class,9982.5,lt high school,11,IAP,favor,pretty happy,not at all sat,female,4,IAP,0,3,1,0,1,
67,middle class,9982.5,high school,15,strongly agree,favor,very happy,more or less,male,0,8,0,3,0,0,1,0
33,working class,15427.5,lt high school,8,agree,favor,very happy,more or less,male,11,1,0,2,0,0,0,1
86,middle class,19965,bachelor,20,disagree,oppose,very happy,satisfied,female,4,10,0,3,1,0,1,0
29,working class,39930,junior college,16,strongly agree,oppose,very happy,more or less,female,2,0,1,4,1,0,1,3
69,working class,59895,high school,13,IAP,oppose,pretty happy,more or less,male,4,IAP,0,2,0,1,0,
31,working class,19965,high school,12,disagree,favor,pretty happy,not at all sat,female,3,2,1,2,1,0,0,0
67,middle class,8167.5,lt high school,12,strongly agree,oppose,very happy,more or less,male,3,1,0,3,0,0,1,4
61,working class,49005,high school,12,agree,oppose,very happy,not at all sat,male,3,3,0,2,0,1,0,1
56,middle class,59895,junior college,14,agree,favor,pretty happy,more or less,female,2,2,1,3,1,1,1,2
37,middle class,101640,bachelor,17,IAP,favor,pretty happy,satisfied,female,3,IAP,1,3,1,1,1,
67,working class,11797.5,high school,12,IAP,oppose,not too happy,not at all sat,male,7,IAP,0,2,0,0,0,
61,DK,IAP,bachelor,17,agree,oppose,pretty happy,more or less,female,1,2,1,3,1,0,1,0
42,working class,59895,high school,12,IAP,oppose,very happy,satisfied,male,3,IAP,1,3,0,1,1,
56,middle class,19965,graduate,20,IAP,favor,pretty happy,not at all sat,female,2,IAP,1,2,1,0,0,
68,middle class,59895,graduate,18,strongly agree,favor,very happy,not at all sat,female,2,8,0,3,1,0,1,0
62,working class,32670,bachelor,16,IAP,favor,pretty happy,satisfied,female,2,IAP,1,4,1,0,1,
69,middle class,IAP,lt high school,11,strongly agree,oppose,very happy,more or less,female,11,5,0,4,1,0,1,0
63,middle class,72600,bachelor,16,disagree,oppose,pretty happy,satisfied,male,3,2,0,4,0,1,1,0
20,middle class,IAP,high school,14,strongly agree,oppose,pretty happy,more or less,female,3,2,0,3,1,0,1,1
24,working class,5445,bachelor,16,agree,oppose,very happy,more or less,female,3,1,0,4,1,0,1,0
35,working class,59895,graduate,19,IAP,oppose,very happy,not at all sat,female,4,IAP,0,4,1,1,1,
52,middle class,72600,high school,15,agree,oppose,pretty happy,more or less,male,3,2,1,3,0,1,1,0
43,middle class,59895,bachelor,16,IAP,oppose,not too happy,satisfied,female,2,IAP,1,4,1,1,1,
77,middle class,27225,bachelor,17,agree,favor,pretty happy,more or less,male,2,2,0,3,0,1,1,0
22,working class,IAP,high school,15,IAP,favor,very happy,more or less,male,2,IAP,0,3,0,0,1,
21,middle class,3993,high school,15,IAP,favor,pretty happy,more or less,female,5,IAP,0,3,1,0,1,
58,middle class,72600,graduate,18,IAP,favor,very happy,satisfied,female,1,IAP,1,4,1,1,1,
23,working class,IAP,high school,15,agree,oppose,pretty happy,not at all sat,male,3,1,0,3,0,0,1,0
70,middle class,87120,high school,13,agree,oppose,very happy,more or less,male,2,2,0,4,0,1,1,1
45,lower class,9982.5,lt high school,9,IAP,favor,pretty happy,not at all sat,male,7,IAP,1,3,0,0,1,
23,working class,8167.5,high school,15,agree,favor,pretty happy,satisfied,male,2,2,0,3,0,0,1,0
70,middle class,19965,high school,13,strongly agree,favor,pretty happy,satisfied,male,1,10,0,2,0,0,0,0
85,working class,11797.5,lt high school,10,IAP,favor,not too happy,more or less,male,5,IAP,0,3,0,0,1,
62,working class,IAP,high school,12,IAP,oppose,pretty happy,more or less,female,43,IAP,0,2,1,1,0,
51,working class,59895,high school,14,IAP,oppose,very happy,more or less,female,3,IAP,0,3,1,0,1,
20,working class,19965,high school,13,IAP,favor,pretty happy,satisfied,female,2,IAP,0,2,1,0,0,
26,lower class,8167.5,high school,11,strongly agree,oppose,not too happy,not at all sat,male,4,2,0,3,0,0,1,0
46,middle class,72600,graduate,20,agree,favor,very happy,satisfied,female,3,0,1,4,1,0,1,2
25,lower class,17242.5,high school,15,IAP,favor,very happy,more or less,female,6,IAP,0,3,1,1,1,
69,working class,32670,bachelor,16,agree,favor,pretty happy,not at all sat,male,2,4,0,2,0,0,0,1
62,middle class,IAP,high school,12,strongly agree,favor,very happy,satisfied,female,2,4,0,4,1,0,1,0
65,middle class,59895,lt high school,7,strongly agree,favor,very happy,satisfied,female,6,4,0,3,1,0,1,0
25,working class,19965,high school,12,IAP,oppose,pretty happy,more or less,male,5,IAP,1,2,0,0,0,
55,middle class,17242.5,high school,14,agree,favor,pretty happy,not at all sat,male,4,4,0,2,0,0,0,0
39,middle class,116160,bachelor,16,strongly agree,favor,pretty happy,more or less,female,1,0,1,4,1,1,1,9
48,middle class,39930,high school,12,disagree,oppose,pretty happy,more or less,male,4,0,0,4,0,0,1,1
46,lower class,15427.5,lt high school,3,IAP,oppose,pretty happy,not at all sat,female,12,IAP,1,1,1,1,0,
73,middle class,72600,high school,15,strongly agree,oppose,very happy,more or less,male,5,3,0,2,0,1,0,0
78,working class,23595,high school,14,agree,DK,pretty happy,satisfied,male,8,4,0,3,0,0,1,0
56,working class,87120,high school,14,IAP,NA,pretty happy,more or less,male,7,IAP,0,3,0,1,1,
50,middle class,163843.84698,high school,12,IAP,oppose,very happy,satisfied,female,2,IAP,1,4,1,1,1,
57,lower class,15427.5,high school,12,strongly agree,oppose,not too happy,not at all sat,female,1,24,1,3,1,0,1,0
31,working class,17242.5,high school,14,strongly disagree,favor,pretty happy,more or less,female,3,1,1,3,1,1,1,0
73,middle class,49005,bachelor,19,IAP,favor,very happy,not at all sat,male,1,IAP,0,4,0,0,1,
67,working class,32670,junior college,14,IAP,oppose,pretty happy,satisfied,male,1,IAP,1,4,0,1,1,
81,working class,8167.5,lt high school,10,agree,favor,very happy,not at all sat,male,5,7,0,4,0,0,1,0
71,middle class,32670,graduate,20,IAP,favor,pretty happy,satisfied,female,3,IAP,0,3,1,0,1,
55,lower class,2541,high school,13,IAP,favor,not too happy,not at all sat,female,3,IAP,0,4,1,0,1,
37,working class,19965,high school,13,strongly agree,favor,pretty happy,not at all sat,female,2,0,1,3,1,1,1,9
43,working class,23595,lt high school,6,IAP,oppose,very happy,more or less,female,10,IAP,0,1,1,1,0,
42,working class,39930,high school,12,agree,oppose,pretty happy,not at all sat,male,2,0,1,3,0,1,1,1
49,working class,163843.84698,high school,15,disagree,favor,not too happy,more or less,female,2,1,0,3,1,1,1,1
50,middle class,39930,bachelor,20,IAP,favor,pretty happy,satisfied,female,4,IAP,1,3,1,0,1,
28,lower class,9982.5,high school,12,disagree,oppose,pretty happy,not at all sat,female,6,2,1,4,1,1,1,1
51,lower class,3993,high school,12,IAP,oppose,pretty happy,not at all sat,female,3,IAP,0,2,1,1,0,
54,working class,39930,high school,12,disagree,oppose,very happy,more or less,male,3,6,1,3,0,1,1,0
27,lower class,11797.5,high school,13,IAP,favor,not too happy,not at all sat,female,2,IAP,1,3,1,0,1,
55,lower class,15427.5,lt high school,11,agree,favor,not too happy,not at all sat,female,8,7,0,1,1,1,0,0
57,lower class,17242.5,high school,12,IAP,oppose,pretty happy,not at all sat,female,8,IAP,0,3,1,1,1,
27,working class,19965,high school,14,strongly agree,favor,pretty happy,not at all sat,female,4,3,1,3,1,0,1,1
35,middle class,59895,junior college,14,IAP,oppose,pretty happy,not at all sat,male,0,IAP,1,4,0,0,1,
27,lower class,32670,lt high school,8,strongly disagree,favor,not too happy,not at all sat,female,2,1,0,1,1,0,0,1
48,working class,23595,high school,14,IAP,oppose,not too happy,not at all sat,male,1,IAP,0,3,0,0,1,
34,working class,27225,junior college,17,IAP,oppose,not too happy,not at all sat,female,2,IAP,1,2,1,0,0,
36,working class,39930,junior college,14,agree,favor,pretty happy,not at all sat,female,5,2,1,3,1,1,1,2
29,working class,27225,high school,12,IAP,favor,pretty happy,more or less,female,5,IAP,0,3,1,1,1,
67,middle class,49005,junior college,14,agree,favor,pretty happy,more or less,male,2,5,0,3,0,1,1,1
33,working class,49005,high school,14,IAP,favor,very happy,not at all sat,female,2,IAP,0,3,1,1,1,
50,working class,59895,high school,14,agree,oppose,pretty happy,more or less,female,3,4,0,2,1,1,0,0
35,working class,49005,high school,13,strongly agree,favor,pretty happy,not at all sat,male,7,3,1,3,0,1,1,1
28,working class,39930,high school,13,IAP,favor,pretty happy,more or less,male,5,IAP,1,2,0,1,0,
62,middle class,32670,lt high school,10,disagree,favor,pretty happy,not at all sat,female,4,12,0,1,1,1,0,0
54,working class,72600,bachelor,17,strongly agree,favor,very happy,satisfied,male,7,2,1,2,0,0,0,0
77,middle class,72600,lt high school,2,disagree,oppose,very happy,more or less,male,9,4,0,4,0,1,1,1
47,working class,49005,high school,12,IAP,favor,very happy,satisfied,female,1,IAP,1,3,1,0,1,
54,middle class,72600,bachelor,15,strongly agree,favor,very happy,satisfied,female,2,3,1,3,1,0,1,6
58,working class,59895,lt high school,8,IAP,oppose,pretty happy,more or less,male,4,IAP,1,3,0,1,1,
60,middle class,59895,high school,14,IAP,favor,pretty happy,more or less,female,2,IAP,1,2,1,1,0,
27,middle class,72600,high school,17,IAP,oppose,very happy,satisfied,female,6,IAP,1,4,1,1,1,
81,working class,17242.5,high school,12,agree,oppose,pretty happy,satisfied,male,6,4,0,3,0,1,1,0
33,working class,32670,high school,12,IAP,oppose,pretty happy,not at all sat,male,1,IAP,0,3,0,1,1,
89 or older,middle class,32670,lt high school,11,agree,favor,very happy,more or less,female,5,3,0,3,1,0,1,0
57,lower class,23595,junior college,14,agree,oppose,pretty happy,more or less,female,5,4,0,1,1,0,0,1
86,middle class,8167.5,lt high school,11,agree,favor,pretty happy,more or less,female,10,6,0,3,1,0,1,1
58,working class,IAP,high school,12,agree,oppose,pretty happy,satisfied,male,2,2,1,3,0,0,1,0
70,middle class,32670,high school,12,IAP,oppose,pretty happy,satisfied,female,3,IAP,0,3,1,1,1,
53,upper class,87120,graduate,20,IAP,favor,very happy,satisfied,female,1,IAP,1,3,1,1,1,
47,working class,32670,bachelor,16,disagree,oppose,very happy,not at all sat,male,4,1,1,3,0,1,1,0
55,middle class,116160,junior college,14,IAP,oppose,very happy,satisfied,male,5,IAP,1,4,0,1,1,
21,working class,59895,junior college,15,disagree,oppose,very happy,satisfied,male,2,4,0,4,0,0,1,1
45,middle class,27225,lt high school,6,IAP,favor,pretty happy,more or less,male,0,IAP,1,3,0,1,1,
51,middle class,87120,junior college,14,agree,oppose,very happy,not at all sat,male,8,2,1,3,0,1,1,1
41,middle class,59895,high school,14,IAP,oppose,very happy,more or less,male,2,IAP,1,3,0,1,1,
78,middle class,IAP,high school,12,IAP,oppose,pretty happy,more or less,female,3,IAP,0,3,1,1,1,
43,middle class,163843.84698,junior college,15,IAP,favor,very happy,more or less,male,3,IAP,1,4,0,1,1,
