country,countryid,year,regime,old,magnitude,districts,eneg,enep,enpres,newdem,proximity,uppertier
Albania,143,1992,0,No,1,100,1.1069289,2.1900001,0,Yes,0,28.57
Albania,143,1996,0,No,1,115,1.1069289,2.7850001,0,No,0,17.860001
Albania,143,1997,0,No,1,115,1.1069289,2.8699999,0,No,0,25.799999
Andorra,195,1993,0,No,2,7,,,0,Yes,0,50
Andorra,195,1997,0,No,2,7,,2.6199999,0,No,0,50
Antigua,144,1984,0,Yes,1,17,,1.9400001,0,Yes,0,0
Antigua,144,1989,0,Yes,1,17,,1.98,0,No,0,0
Antigua,144,1994,0,Yes,1,17,,2.0699999,0,Yes,0,0
Antigua,144,1999,0,Yes,1,17,,2.095,0,No,0,0
Argentina,66,1946,0,Yes,10.53,15,1.3421021,5.75,2.0899999,Yes,1,0
Argentina,66,1948,0,Yes,5.27,15,1.3421021,,2.0899999,No,0.2,0
Argentina,66,1951,0,Yes,10.53,15,1.3421021,1.97,1.96,No,1,0
Argentina,66,1954,0,Yes,4.5599999,17,1.3421021,1.9299999,1.96,No,0.2,0
Argentina,66,1958,0,Yes,8.1300001,23,1.3421021,2.885,2.6500001,Yes,1,0
Argentina,66,1960,0,Yes,4.1700001,23,1.3421021,5.4850001,2.6500001,No,0.2,0
Argentina,66,1963,0,Yes,8.3500004,23,1.3421021,5.98,3.9000001,Yes,1,0
Argentina,66,1965,0,Yes,4.1700001,23,1.3421021,5.1550002,3.9000001,No,0.33000001,0
Argentina,66,1973,0,Yes,10.13,24,1.3421021,3.1900001,2.6600001,Yes,1,0
Argentina,66,1983,0,Yes,10.58,24,1.3421021,2.6300001,2.3,Yes,1,0
Argentina,66,1985,0,Yes,5.29,24,1.3421021,4.2399998,2.3,No,0.33000001,0
Argentina,66,1987,0,Yes,5.52,23,1.3421021,3.1400001,2.3,No,0.33000001,0
Argentina,66,1989,0,Yes,5.29,24,1.3421021,3.3499999,2.9100001,No,1,0
Argentina,66,1991,0,Yes,5.29,24,1.3421021,3.5699999,2.9100001,No,0.33000001,0
Argentina,66,1993,0,Yes,5.29,24,1.3421021,3.3699999,2.9100001,No,0.33000001,0
Argentina,66,1995,0,Yes,5.4200001,24,1.3421021,3.5799999,2.75,No,1,0
Argentina,66,1997,0,Yes,5.29,24,1.3421021,3.6500001,2.75,No,0,0
Argentina,66,1999,0,Yes,5.4200001,24,1.3421021,3.2249999,2.5599999,No,1,0
Armenia,145,1995,0,No,1,150,1.1544681,4.2350001,1.39,Yes,0.60000002,21.049999
Armenia,145,1999,0,No,1,75,1.1544681,4.77,3.6400001,No,0.60000002,42.740002
Australia,129,1946,0,Yes,1,75,1.174404,2.74,0,No,0,0
Australia,129,1949,0,Yes,1,123,1.174404,2.6400001,0,No,0,0
Australia,129,1951,0,Yes,1,123,1.174404,2.49,0,No,0,0
Australia,129,1954,0,Yes,1,123,1.174404,2.46,0,No,0,0
Australia,129,1955,0,Yes,1,124,1.174404,2.7349999,0,No,0,0
Australia,129,1958,0,Yes,1,124,1.174404,2.97,0,No,0,0
Australia,129,1961,0,Yes,1,124,1.174404,2.8099999,0,No,0,0
Australia,129,1963,0,Yes,1,124,1.174404,2.79,0,No,0,0
Australia,129,1966,0,Yes,1,124,1.174404,2.98,0,No,0,0
Australia,129,1969,0,Yes,1,125,1.174404,2.8299999,0,No,0,0
Australia,129,1972,0,Yes,1,125,1.174404,2.77,0,No,0,0
Australia,129,1974,0,Yes,1,125,1.174404,2.6600001,0,No,0,0
Australia,129,1975,0,Yes,1,127,1.174404,2.7,0,No,0,0
Australia,129,1977,0,Yes,1,124,1.174404,3.115,0,No,0,0
Australia,129,1980,0,Yes,1,125,1.174404,2.8099999,0,No,0,0
Australia,129,1983,0,Yes,1,125,1.174404,2.6700001,0,No,0,0
Australia,129,1984,0,Yes,1,148,1.174404,2.79,0,No,0,0
Australia,129,1987,0,Yes,1,148,1.174404,3.02,0,No,0,0
Australia,129,1990,0,Yes,1,148,1.174404,3.3399999,0,No,0,0
Australia,129,1993,0,Yes,1,147,1.174404,2.8800001,0,No,0,0
Australia,129,1996,0,Yes,1,148,1.174404,3.21,0,No,0,0
Australia,129,1998,0,Yes,1,148,1.174404,3.46,0,No,0,0
Austria,101,1949,0,Yes,6.5999999,25,1.143682,2.78,0,No,0,12.73
Austria,101,1953,0,Yes,6.5999999,25,1.143682,2.76,2.9300001,No,0.33000001,14.55
Austria,101,1956,0,Yes,6.5999999,25,1.143682,2.48,2.9300001,No,0.67000002,10.91
Austria,101,1959,0,Yes,6.5999999,25,1.143682,2.48,2,No,0.33000001,12.12
Austria,101,1962,0,Yes,6.5999999,25,1.143682,2.47,2,No,0.67000002,10.3
Austria,101,1966,0,Yes,6.5999999,25,1.143682,2.3900001,2,No,0.67000002,8.4799995
Austria,101,1970,0,Yes,6.5999999,25,1.143682,2.29,2,No,0.67000002,8.4799995
Austria,101,1971,0,Yes,20.33,9,1.143682,2.28,1.99,No,1,8.7399998
Austria,101,1975,0,Yes,20.33,9,1.143682,2.27,2,No,0.67000002,6.5599999
Austria,101,1979,0,Yes,20.33,9,1.143682,2.28,2,No,0.67000002,7.6500001
Austria,101,1983,0,Yes,20.33,9,1.143682,2.4000001,1.5,No,0,10.38
Austria,101,1986,0,Yes,20.33,9,1.143682,2.72,2.27,No,1,11.48
Austria,101,1990,0,Yes,20.33,9,1.143682,3.1700001,2.27,No,0.33000001,13.66
Austria,101,1994,0,Yes,4.2600002,43,1.143682,3.8699999,2.99,No,0.33000001,50.27
Austria,101,1995,0,Yes,4.2600002,43,1.143682,3.5899999,2.99,No,0,46.990002
Austria,101,1999,0,Yes,4.2600002,43,1.143682,3.8199999,2.26,No,0.66000003,45.900002
"Bahamas, The",49,1977,0,Yes,1,38,,2.52,0,Yes,0,0
"Bahamas, The",49,1982,0,Yes,1,43,,2.03,0,No,0,0
"Bahamas, The",49,1987,0,Yes,1,49,,2.1099999,0,No,0,0
"Bahamas, The",49,1992,0,Yes,1,49,,1.99,0,No,0,0
"Bahamas, The",49,1997,0,Yes,1,40,,,0,No,0,0
Bangladesh,78,1991,0,No,1,300,1.287581,4.6500001,0,Yes,0,0
Bangladesh,78,1996,0,No,1,300,1.287581,3.48,0,No,0,0
Bangladesh,78,,0,No,1,300,1.287581,,0,No,0,0
Barbados,50,1966,0,Yes,2,12,,2.76,0,Yes,0,0
Barbados,50,1971,0,Yes,1,24,,1.96,0,No,0,0
Barbados,50,1976,0,Yes,1,24,,2.03,0,No,0,0
Barbados,50,1981,0,Yes,1,27,,2.02,0,No,0,0
Barbados,50,1986,0,Yes,1,27,,1.9299999,0,No,0,0
Barbados,50,1991,0,Yes,1,28,,2.29,0,No,0,0
Barbados,50,1994,0,Yes,1,28,,2.48,0,No,0,0
Barbados,50,1999,0,Yes,1,28,,1.84,0,No,0,0
Belgium,102,1946,0,Yes,6.73,30,2.309469,3.28,0,No,0,
Belgium,102,1949,0,Yes,7.0999999,30,2.309469,3.26,0,No,0,
Belgium,102,1950,0,Yes,7.0999999,30,2.309469,2.76,0,No,0,
Belgium,102,1954,0,Yes,7.0999999,30,2.309469,3.0799999,0,No,0,
Belgium,102,1958,0,Yes,7.0999999,30,2.309469,2.79,0,No,0,
Belgium,102,1961,0,Yes,7.0999999,30,2.309469,3.0799999,0,No,0,
Belgium,102,1965,0,Yes,7.0999999,30,2.309469,3.96,0,No,0,
Belgium,102,1968,0,Yes,7.0999999,30,2.309469,6.9200001,0,No,0,
Belgium,102,1971,0,Yes,7.0999999,30,2.309469,6.4200001,0,No,0,
Belgium,102,1974,0,Yes,7.0999999,30,2.309469,6.0999999,0,No,0,
Belgium,102,1977,0,Yes,7.0999999,30,2.309469,5.6999998,0,No,0,
Belgium,102,1978,0,Yes,7.0999999,30,2.309469,7.52,0,No,0,
Belgium,102,1981,0,Yes,7.0999999,30,2.309469,9,0,No,0,
Belgium,102,1985,0,Yes,7.0999999,30,2.309469,8.1400003,0,No,0,
Belgium,102,1987,0,Yes,7.0999999,30,2.309469,8.1199999,0,No,0,
Belgium,102,1991,0,Yes,7.0999999,30,2.309469,9.8100004,0,No,0,
Belgium,102,1995,0,Yes,7.5,20,2.309469,9.3500004,0,No,0,
Belgium,102,1999,0,Yes,7.5,20,2.309469,10.29,0,No,0,
Belize,51,1984,0,Yes,1,28,,2.0599999,0,Yes,0,0
Belize,51,1989,0,Yes,1,28,,2.0699999,0,No,0,0
Belize,51,1993,0,Yes,1,29,,2.03,0,No,0,0
Belize,51,1998,0,Yes,1,29,,1.98,0,No,0,0
Benin,3,1991,0,No,10.67,6,2.647449,9.6199999,4.29,Yes,1,0
Benin,3,1995,0,No,4.6700001,18,2.647449,14.125,4.29,No,0.60000002,0
Brazil,68,1947,0,Yes,13,22,2.2197559,3.5899999,2.3,No,0.2,0
Brazil,68,1950,0,Yes,12.16,25,2.2197559,7.1100001,2.6800001,No,1,0
Brazil,68,1954,0,Yes,13.04,25,2.2197559,8.6899996,2.6800001,No,0.60000002,0
Brazil,68,1958,0,Yes,13.04,25,2.2197559,9.8199997,2.97,No,0.2,0
Brazil,68,1962,0,Yes,15.56,25,2.2197559,11.17,2.6500001,No,0.2,0
Brazil,68,1982,0,Yes,19.16,25,2.2197559,2.6500001,0,Yes,0,0
Brazil,68,1986,0,Yes,18.73,26,2.2197559,3.5550001,0,No,0,0
Brazil,68,1990,0,Yes,18.629999,27,2.2197559,9.79,5.6900001,No,0.60000002,0
Brazil,68,1994,0,Yes,19,27,2.2197559,8.5299997,2.6500001,No,1,0
Brazil,68,1998,0,Yes,19,27,2.2197559,8.1400003,2.53,No,1,0
Bulgaria,103,1990,0,No,1,200,1.427521,2.75,0,Yes,0,50
Bulgaria,103,1991,0,No,7.7399998,31,1.427521,4.1849999,0,No,0,0
Bulgaria,103,1994,0,No,7.7399998,31,1.427521,3.845,3.1099999,No,0,0
Bulgaria,103,1997,0,No,7.7399998,31,1.427521,3.03,3.1600001,No,0.60000002,0
Canada,52,1949,0,Yes,1,262,2.4773331,2.835,0,No,0,0
Canada,52,1953,0,Yes,1,265,2.4773331,2.855,0,No,0,0
Canada,52,1957,0,Yes,1,265,2.4773331,2.99,0,No,0,0
Canada,52,1958,0,Yes,1,265,2.4773331,2.4400001,0,No,0,0
Canada,52,1962,0,Yes,1,265,2.4773331,3.23,0,No,0,0
Canada,52,1963,0,Yes,1,265,2.4773331,3.2,0,No,0,0
Canada,52,1965,0,Yes,1,265,2.4773331,3.3099999,0,No,0,0
Canada,52,1968,0,Yes,1,264,2.4773331,2.97,0,No,0,0
Canada,52,1972,0,Yes,1,264,2.4773331,3.25,0,No,0,0
Canada,52,1974,0,Yes,1,264,2.4773331,2.96,0,No,0,0
Canada,52,1979,0,Yes,1,282,2.4773331,3.0899999,0,No,0,0
Canada,52,1980,0,Yes,1,282,2.4773331,2.9300001,0,No,0,0
Canada,52,1984,0,Yes,1,282,2.4773331,2.75,0,No,0,0
Canada,52,1988,0,Yes,1,295,2.4773331,3.04,0,No,0,0
Canada,52,1993,0,Yes,1,295,2.4773331,3.9300001,0,No,0,0
Canada,52,1997,0,Yes,1,301,2.4773331,4.085,0,No,0,0
Canada,52,2000,0,Yes,1,301,2.4773331,3.77,0,No,0,0
Cape Verde,8,1991,0,No,3.1600001,25,,1.8099999,1.64,Yes,1,0
Cape Verde,8,1995,0,No,3.79,19,,2.1300001,1.64,No,0.60000002,0
Central African Republic,9,1993,0,No,1,85,4.77669,,4.1199999,Yes,1,0
Central African Republic,9,1998,0,No,1,109,4.77669,4.25,4.1199999,No,0.67000002,0
Chile,69,1949,0,Yes,5.25,28,1.988071,7.0500002,1.97,No,0,0
Chile,69,1953,0,Yes,5.25,28,1.988071,11.88,2.95,No,0.67000002,0
Chile,69,1957,0,Yes,5.25,28,1.988071,8.6199999,2.95,No,0.67000002,0
Chile,69,1961,0,Yes,5.25,28,1.988071,6.4400001,3.97,No,0,0
Chile,69,1965,0,Yes,5.25,28,1.988071,4.0599999,2.1400001,No,0.67000002,0
Chile,69,1969,0,Yes,5.3600001,28,1.988071,4.9200001,2.1400001,No,0.67000002,0
Chile,69,1973,1,Yes,5.2399998,29,1.988071,5.3000002,2.96,No,0.67000002,0
Chile,69,1993,0,No,2,60,1.988071,6.5500002,2.47,Yes,1,0
Chile,69,1997,0,No,2,60,1.988071,6.9499998,2.47,No,0.33000001,0
Colombia,70,1947,0,Yes,,,2.9069769,2.01,2.9000001,No,0.33000001,0
Colombia,70,1949,1,Yes,,,2.9069769,2.01,,No,1,0
Colombia,70,1974,0,Yes,7.6500001,26,2.9069769,2.3699999,2.3499999,No,1,0
Colombia,70,1978,0,Yes,7.6500001,26,2.9069769,2.1700001,2.1600001,No,1,0
Colombia,70,1982,0,Yes,7.6500001,26,2.9069769,2.0799999,2.5,No,1,0
Colombia,70,1986,0,Yes,7.6500001,26,2.9069769,2.6849999,2.0999999,No,1,0
Colombia,70,1990,0,Yes,7.6500001,26,2.9069769,2.23,3.04,No,1,0
Colombia,70,1991,0,Yes,4.8800001,33,2.9069769,3.3299999,3.04,No,0.5,0
Colombia,70,1994,0,Yes,4.8800001,33,2.9069769,2.6700001,2.4100001,No,1,0
Comoros,11,1992,0,No,1,42,,17.370001,6.1199999,Yes,0.33000001,0
Comoros,11,1993,0,No,1,42,,,6.1199999,No,0,0
Congo,12,1992,0,No,1,125,8.1766129,,4.6500001,Yes,1,0
Congo,12,1993,0,No,1,125,8.1766129,,4.6500001,No,0.60000002,0
Costa Rica,53,1948,1,Yes,6.4299998,7,1.3116471,,1.98,Yes,1,0
Costa Rica,53,1953,0,Yes,6.4299998,7,1.3116471,2.1099999,1.84,Yes,1,0
Costa Rica,53,1958,0,Yes,6.4299998,7,1.3116471,3.5699999,2.4400001,No,1,0
Costa Rica,53,1962,0,Yes,8.1400003,7,1.3116471,2.71,2.52,No,1,0
Costa Rica,53,1966,0,Yes,8.1400003,7,1.3116471,2.3299999,1.9998,No,1,0
Costa Rica,53,1970,0,Yes,8.1400003,7,1.3116471,2.5599999,2.1300001,No,1,0
Costa Rica,53,1974,0,Yes,8.1400003,7,1.3116471,4.0100002,3.3,No,1,0
Costa Rica,53,1978,0,Yes,8.1400003,7,1.3116471,2.8800001,2.23,No,1,0
Costa Rica,53,1982,0,Yes,8.1400003,7,1.3116471,2.53,2.1700001,No,1,0
Costa Rica,53,1986,0,Yes,8.1400003,7,1.3116471,2.4849999,2.0699999,No,1,0
Costa Rica,53,1990,0,Yes,8.1400003,7,1.3116471,2.5599999,2.05,No,1,0
Costa Rica,53,1994,0,Yes,8.1400003,7,1.3116471,2.78,2.1099999,No,1,0
Costa Rica,53,1998,0,Yes,8.1400003,7,1.3116471,3.3699999,2.3800001,No,1,0
Croatia,153,1992,0,No,1,64,1.600397,4.2049999,2.6400001,Yes,1,55.07
Croatia,153,1995,0,No,1,28,1.600397,3.7850001,2.6400001,No,0.2,77.949997
Croatia,153,2000,0,No,14,10,1.600397,3.8900001,3.3499999,No,1,7.2800002
Cuba,154,1946,0,Yes,,,1.271294,,,No,0,
Cuba,154,1948,0,Yes,,,1.271294,,2.98,No,1,
Cuba,154,1950,0,Yes,,,1.271294,,2.98,No,0,
Cyprus,187,1960,0,Yes,5.8299999,6,1.560549,,1.83,Yes,0,0
Cyprus,187,1970,0,Yes,5.8299999,6,1.560549,3.5150001,1.08,No,0.73000002,0
Cyprus,187,1976,0,Yes,5.8299999,6,1.560549,1.84,1.08,No,0.07,0
Cyprus,187,1981,0,Yes,5.8299999,6,1.560549,3.895,1.08,No,0.73000002,0
Czech Republic,155,1996,0,No,25,8,1.474046,5.3299999,0,Yes,0,
Czech Republic,155,1998,0,No,25,8,1.474046,4.7199998,0,No,0,
Czechoslovakia,104,1990,0,No,12.5,12,2.0187459,5.9899998,0,Yes,0,8.6599998
Czechoslovakia,104,1992,0,No,12.5,12,2.0187459,10.99,0,No,0,14.67
Denmark,105,1947,0,Yes,5.0900002,23,1.146189,3.8,0,No,0,20.9
Denmark,105,1950,0,Yes,4.5700002,23,1.146189,4.0100002,0,No,0,29.5
Denmark,105,1953,0,Yes,5.8699999,23,1.146189,3.8199999,0,No,0,22.9
Denmark,105,1957,0,Yes,5.8699999,23,1.146189,3.9000001,0,No,0,22.9
Denmark,105,1960,0,Yes,5.8699999,23,1.146189,3.8099999,0,No,0,22.9
Denmark,105,1964,0,Yes,5.8699999,23,1.146189,3.75,0,No,0,22.9
Denmark,105,1966,0,Yes,5.8699999,23,1.146189,4.2199998,0,No,0,22.9
Denmark,105,1968,0,Yes,5.8699999,23,1.146189,4.5599999,0,No,0,22.9
Denmark,105,1971,0,Yes,7.9400001,17,1.146189,4.52,0,No,0,22.9
Denmark,105,1973,0,Yes,7.9400001,17,1.146189,7.1100001,0,No,0,22.9
Denmark,105,1975,0,Yes,7.9400001,17,1.146189,5.5999999,0,No,0,22.9
Denmark,105,1977,0,Yes,7.9400001,17,1.146189,5.23,0,No,0,22.9
Denmark,105,1979,0,Yes,7.9400001,17,1.146189,4.9899998,0,No,0,22.9
Denmark,105,1981,0,Yes,7.9400001,17,1.146189,5.7600002,0,No,0,22.9
Denmark,105,1984,0,Yes,7.9400001,17,1.146189,5.25,0,No,0,22.9
Denmark,105,1987,0,Yes,7.9400001,17,1.146189,5.8299999,0,No,0,22.9
Denmark,105,1988,0,Yes,7.9400001,17,1.146189,5.8299999,0,No,0,22.9
Denmark,105,1990,0,Yes,7.9400001,17,1.146189,4.8400002,0,No,0,22.9
Denmark,105,1994,0,Yes,7.9400001,17,1.146189,4.7600002,0,No,0,22.9
Denmark,105,1998,0,Yes,7.9400001,17,1.146189,4.7399998,0,No,0,22.9
Denmark,105,,0,Yes,4.5700002,23,1.146189,3.9200001,0,No,0,29.5
Dominica,157,1980,0,Yes,1,21,1.630789,2.96,0,Yes,0,0
Dominica,157,1985,0,Yes,1,21,1.630789,2.1099999,0,No,0,0
Dominica,157,1990,0,Yes,1,21,1.630789,2.6900001,0,No,0,0
Dominica,157,1995,0,Yes,1,21,1.630789,2.99,0,No,0,0
Dominica,157,2000,0,Yes,1,21,1.630789,2.55,0,No,0,0
Dominican Republic,54,1978,0,Yes,3.3699999,27,,2.24,2.7,No,1,0
Dominican Republic,54,1982,0,Yes,4.4400001,27,,2.76,2.71,No,1,0
Dominican Republic,54,1990,0,Yes,4,30,,3.23,3.3800001,No,1,0
Dominican Republic,54,1994,0,Yes,4,30,,2.71,2.71,No,1,0
Dominican Republic,54,1998,0,Yes,5,30,,2.74,2.5999999,No,0,0
Ecuador,71,1956,0,Yes,,,2.898551,,3.8800001,No,1,0
Ecuador,71,1958,0,Yes,,,2.898551,5.8000002,3.8800001,No,0,0
Ecuador,71,1960,0,Yes,,,2.898551,,2.9300001,No,1,0
Ecuador,71,1962,0,Yes,,,2.898551,5.6399999,2.9300001,No,0,0
Ecuador,71,1979,0,Yes,2.8499999,20,2.898551,6.4000001,4.7600002,Yes,1,17.389999
Ecuador,71,1984,0,Yes,2.95,20,2.898551,10.32,5.1700001,No,1,16.9
Ecuador,71,1986,0,Yes,2.95,20,2.898551,11.95,5.1700001,No,0,16.9
Ecuador,71,1988,0,Yes,2.95,20,2.898551,8.1400003,6.5700002,No,1,16.9
Ecuador,71,1990,0,Yes,2.8599999,21,2.898551,7.9000001,6.5700002,No,0,16.67
